hostname,city,region,country,loc,org,postal,timezone,anycast
syn-072-176-195-115.res.spectrum.com,Pharr,Texas,US,"26.1948,-98.1836",AS11427 Charter Communications Inc,78577,America/Chicago,
ool-457deade.dyn.optonline.net,Norwalk,Connecticut,US,"41.1176,-73.4079",AS6128 Cablevision Systems Corp.,06851,America/New_York,
c-67-189-50-76.hsd1.or.comcast.net,Portland,Oregon,US,"45.5234,-122.6762","AS7922 Comcast Cable Communications, LLC",97204,America/Los_Angeles,
c-73-149-235-84.hsd1.ma.comcast.net,Quincy,Massachusetts,US,"42.2529,-71.0023","AS7922 Comcast Cable Communications, LLC",02169,America/New_York,
,Colorado Springs,Colorado,US,"38.8339,-104.8214","AS7922 Comcast Cable Communications, LLC",80901,America/Denver,
syn-066-188-077-224.res.spectrum.com,Carrollton,Georgia,US,"33.5798,-85.0812",AS20115 Charter Communications LLC,30117,America/New_York,
pool-72-89-56-210.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
155.138.238.181.vultrusercontent.com,Atlanta,Georgia,US,"33.7865,-84.4454","AS20473 The Constant Company, LLC",30318,America/New_York,
,Baltimore,Maryland,US,"39.2904,-76.6122",AS14361 HopOne Internet Corporation,21203,America/New_York,
cli-95221539.wholesale.adamo.es,Washington,District of Columbia,US,"38.8951,-77.0364",AS174 Cogent Communications,20004,America/New_York,
home.ktmnpl.com,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
c-98-221-178-123.hsd1.nj.comcast.net,Bloomingdale,New Jersey,US,"40.4976,-74.6474","AS7922 Comcast Cable Communications, LLC",07403,America/New_York,
alamanceburlington-lea.k12-fw.mcnc.org,Burlington,North Carolina,US,"36.0957,-79.4378",AS81 MCNC,27217,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
cslhoa.tempurl.host,Atlanta,Georgia,US,"33.7865,-84.4454","AS20473 The Constant Company, LLC",30318,America/New_York,
144.202.30.212.vultrusercontent.com,Atlanta,Georgia,US,"33.7865,-84.4454","AS20473 The Constant Company, LLC",30318,America/New_York,
c-107-3-115-33.hsd1.ut.comcast.net,Salt Lake City,Utah,US,"40.7608,-111.8911","AS7922 Comcast Cable Communications, LLC",84101,America/Denver,
trk13.bluedia.com,Seattle,Washington,US,"47.6062,-122.3321",,98101,America/Los_Angeles,
216-220-228-202.midmaine.com,Bangor,Maine,US,"44.7988,-68.7726",AS11847 GoNetSpeed,04402,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,Singapore,Singapore,SG,"1.3215,103.6957","AS14061 DigitalOcean, LLC",627753,Asia/Singapore,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
,Seattle,Washington,US,"47.4889,-122.3012",AS23033 Wowrack.com,98168,America/Los_Angeles,
c-174-56-67-170.hsd1.nm.comcast.net,Albuquerque,New Mexico,US,"35.0845,-106.6511","AS7922 Comcast Cable Communications, LLC",87102,America/Denver,
,Hamilton,Ontario,CA,"43.2501,-79.8496",AS395965 Carrytel,L8M,America/Toronto,
,Chiclayo,Lambayeque,PE,"-6.7714,-79.8409","AS16509 Amazon.com, Inc.",14001,America/Lima,
client-108-174-199-124.hostwindsdns.com,Dallas,Texas,US,"32.7831,-96.8067",AS54290 Hostwinds LLC.,75201,America/Chicago,
syn-096-041-019-110.res.spectrum.com,Riverside,California,US,"33.9315,-117.4119",AS20115 Charter Communications LLC,92504,America/Los_Angeles,
syn-097-091-232-131.res.spectrum.com,Saint Peters,Missouri,US,"38.8003,-90.6265",AS20115 Charter Communications LLC,63376,America/Chicago,
,Rockwell,Iowa,US,"42.9852,-93.1919",AS5056 Aureon Network Services,50469,America/Chicago,
,Leawood,Kansas,US,"38.9667,-94.6169","AS36489 IP Pathways, LLC",66206,America/Chicago,
ns1.htserver.com.br,Seattle,Washington,US,"47.6062,-122.3321",,98101,America/Los_Angeles,
vps01.ptitsoccerahuntsic.ca,Seattle,Washington,US,"47.6062,-122.3321",,98101,America/Los_Angeles,
mail.getlistingssimplified.com,Ashburn,Virginia,US,"39.0437,-77.4875",AS16276 OVH SAS,20147,America/New_York,
,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS138415 Yancy Limited,999077,Asia/Hong_Kong,
91.67.easefunds.com,Seattle,Washington,US,"47.6062,-122.3321","AS16509 Amazon.com, Inc.",98101,America/Los_Angeles,
gpc-24-51-57-134-ne.gpcom.net,Central City,Colorado,US,"39.8019,-105.5142",AS13807 Great Plains Communications LLC,80427,America/Denver,
,Inglewood,California,US,"33.9617,-118.3531",AS174 Cogent Communications,90301,America/Los_Angeles,
syn-047-042-124-070.res.spectrum.com,Cleburne,Texas,US,"32.3485,-97.3311",AS20115 Charter Communications LLC,76031,America/Chicago,
75-41-126-109.lightspeed.cicril.sbcglobal.net,Summit,Illinois,US,"41.7881,-87.8103","AS7018 AT&T Enterprises, LLC",60501,America/Chicago,
pool-72-80-110-184.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
ool-4571dcbb.dyn.optonline.net,North Bergen,New Jersey,US,"40.8043,-74.0121",AS6128 Cablevision Systems Corp.,07047,America/New_York,
68-168-98-193.dedicated.codero.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS18501 CyberCloud Professionals LLC,85001,America/Phoenix,
47-199-59-107.fdr01.snsp.fl.ip.frontiernet.net,Elfers,Florida,US,"28.2167,-82.7223","AS5650 Frontier Communications of America, Inc.",34680,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
c-174-48-108-78.hsd1.fl.comcast.net,West Palm Beach,Florida,US,"26.7153,-80.0534","AS7922 Comcast Cable Communications, LLC",33402,America/New_York,
d172-219-201-64.abhsia.telus.net,Edmonton,Alberta,CA,"53.5501,-113.4687",AS852 TELUS Communications Inc.,T5H,America/Edmonton,
,Doddaballapura,Karnataka,IN,"13.2257,77.5750","AS14061 DigitalOcean, LLC",560100,Asia/Kolkata,
,Montréal,Quebec,CA,"45.5088,-73.5878",AS36666 GloboTech Communications,H3H,America/Toronto,
162-144-55-132.unifiedlayer.com,Tabiona,Utah,US,"40.3544,-110.7101",AS46606 Unified Layer,84072,America/Denver,
155.138.151.6.vultrusercontent.com,Toronto,Ontario,CA,"43.7064,-79.3986","AS20473 The Constant Company, LLC",M5A,America/Toronto,
pool-108-46-97-242.nycmny.east.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
nullawjyvy.aidhaf.pro,Mercer Island,Washington,US,"47.5707,-122.2221",AS54290 Hostwinds LLC.,98040,America/Los_Angeles,
104.238.156.208.vultrusercontent.com,Kent,Washington,US,"47.3776,-122.2854","AS20473 The Constant Company, LLC",98032,America/Los_Angeles,
,Lake Butler,Florida,US,"28.5017,-81.5409",AS23314 Summit Broadband,32054,America/New_York,
177-58-196-85.3g.claro.net.br,São Paulo,São Paulo,BR,"-23.5475,-46.6361",AS22085 Claro S/A,01000-000,America/Sao_Paulo,
syn-198-024-075-052.biz.spectrum.com,Greensboro,North Carolina,US,"36.0641,-79.8202",AS11426 Charter Communications Inc,27403,America/New_York,
76-8-203-9.ip.fdtnet.net,Orem,Utah,US,"40.2969,-111.6946","AS29933 FirstDigital Communications, LLC",84057,America/Denver,
238.170.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
161.102.198.35.bc.googleusercontent.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS396982 Google LLC,60306,Europe/Berlin,
c-24-13-233-114.hsd1.il.comcast.net,Highland Park,Illinois,US,"42.1817,-87.8003","AS7922 Comcast Cable Communications, LLC",60035,America/Chicago,
,San Juan,San Juan,PR,"18.4663,-66.1057",AS23114 Critical Hub Networks,00901,America/Puerto_Rico,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
96-2-51-206-static.midco.net,Aberdeen,South Dakota,US,"45.4647,-98.4865",AS11232 Midcontinent Communications,57401,America/Chicago,
66-225-194-134-host.colocrossing.com,Elk Grove Village,Illinois,US,"42.0039,-87.9703",AS36352 HostPapa,60009,America/Chicago,
,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
140.82.19.194.vultrusercontent.com,Los Angeles,California,US,"34.0614,-118.2385","AS20473 The Constant Company, LLC",90012,America/Los_Angeles,
162-231-15-65.lightspeed.rcsntx.sbcglobal.net,Dallas,Texas,US,"32.7831,-96.8067","AS7018 AT&T Enterprises, LLC",75201,America/Chicago,
108-199-167-94.lightspeed.irvnca.sbcglobal.net,Los Angeles,California,US,"34.0294,-118.2871","AS7018 AT&T Enterprises, LLC",90007,America/Los_Angeles,
pool-99-232-195-161.cpe.net.cable.rogers.com,Alliston,Ontario,CA,"44.1501,-79.8663",AS812 Rogers Communications Canada Inc.,L9R,America/Toronto,
104-8-247-220.lightspeed.ltrkar.sbcglobal.net,Little Rock,Arkansas,US,"34.7465,-92.2896","AS7018 AT&T Enterprises, LLC",72201,America/Chicago,
104-14-56-206.lightspeed.ltrkar.sbcglobal.net,Little Rock,Arkansas,US,"34.7465,-92.2896","AS7018 AT&T Enterprises, LLC",72201,America/Chicago,
,San Jose,California,US,"37.3394,-121.8950",AS8075 Microsoft Corporation,95025,America/Los_Angeles,
c-98-251-161-58.hsd1.ms.comcast.net,Richland,Mississippi,US,"32.2390,-90.1584","AS7922 Comcast Cable Communications, LLC",39218,America/Chicago,
,Toronto,Ontario,CA,"43.7064,-79.3986","AS14061 DigitalOcean, LLC",M5A,America/Toronto,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
c-69-254-21-179.hsd1.fl.comcast.net,Sebastian,Florida,US,"27.8164,-80.4706","AS7922 Comcast Cable Communications, LLC",32958,America/New_York,
syn-074-072-162-245.res.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
syn-070-122-067-150.res.spectrum.com,Waco,Texas,US,"31.6403,-97.0963",AS11427 Charter Communications Inc,76705,America/Chicago,
syn-137-027-076-250.biz.spectrum.com,Beaver Dam,Wisconsin,US,"43.4578,-88.8373",AS20115 Charter Communications LLC,53916,America/Chicago,
acesso.hostpanel.srv.br,Miami,Florida,US,"25.8130,-80.2320",AS23470 ReliableSite.Net LLC,33142,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
mta01.shepherd.press,Las Vegas,Nevada,US,"36.1750,-115.1372",AS53667 FranTech Solutions,89111,America/Los_Angeles,
216-163-8-76.ritternet.com,Piney,Arkansas,US,"34.5031,-93.1260",AS23404 Ritter Communications,71913,America/Chicago,
,Indio Hills,California,US,"33.8311,-116.2314","AS395148 Pacific Lightwave, Inc.",92203,America/Los_Angeles,
,White Cloud,Michigan,US,"43.5503,-85.7720","AS7018 AT&T Enterprises, LLC",49349,America/Detroit,
23-239-30-103.ip.linodeusercontent.com,Richardson,Texas,US,"32.9482,-96.7297",AS63949 Akamai Connected Cloud,75080,America/Chicago,
206.234.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
160.233.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
206.95.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
46.89.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
95.68.238.35.bc.googleusercontent.com,Council Bluffs,Iowa,US,"41.2619,-95.8608",AS396982 Google LLC,51502,America/Chicago,
24.15.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
205.105.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
47.108.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
207.10.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
98.255.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
1.197.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
196.160.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
122.54.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
174.35.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
103.253.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
106.237.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
ec2-34-224-52-86.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
10.178.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
250.110.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
97-119-228-66.omah.qwest.net,Omaha,Nebraska,US,"41.2563,-95.9404","AS209 CenturyLink Communications, LLC",68101,America/Chicago,
,Margate,Florida,US,"26.2445,-80.2064","AS7922 Comcast Cable Communications, LLC",33093,America/New_York,
vps245917.trouble-free.net,New York City,New York,US,"40.7143,-74.0060","AS19318 Interserver, Inc",10001,America/New_York,
ip-173-0-255-10.dlknet.net,Whitewater,Wisconsin,US,"42.8336,-88.7323",AS26785 Netwurx LLC,53190,America/Chicago,
173-12-107-133-miami.hfc.comcastbusiness.net,Pembroke Pines,Florida,US,"26.0032,-80.2239","AS7922 Comcast Cable Communications, LLC",33082,America/New_York,
h164.196.189.173.dynamic.ip.windstream.net,Albuquerque,New Mexico,US,"35.0845,-106.6511",AS7029 Windstream Communications LLC,87102,America/Denver,
c-174-63-161-106.hsd1.fl.comcast.net,Orlando,Florida,US,"28.5383,-81.3792","AS7922 Comcast Cable Communications, LLC",32801,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
syn-068-184-187-081.res.spectrum.com,Fort Worth,Texas,US,"32.7233,-97.2690",AS20115 Charter Communications LLC,76105,America/Chicago,
c-71-237-9-9.hsd1.co.comcast.net,Parker,Colorado,US,"39.5186,-104.7614","AS7922 Comcast Cable Communications, LLC",80138,America/Denver,
195.66.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Charlotte,North Carolina,US,"35.3183,-80.7476",,28262,America/New_York,
104-235-166-85.evrt.wa.frontiernet.net,Carbondale,Illinois,US,"37.7273,-89.2168","AS5650 Frontier Communications of America, Inc.",62901,America/Chicago,
,Paris,Île-de-France,FR,"48.8534,2.3488",AS212238 Datacamp Limited,75000,Europe/Paris,
,Cambridge,England,GB,"52.2000,0.1167",AS136620 Mythic Beasts Ltd,CB21,Europe/London,
,Cambridge,England,GB,"52.2000,0.1167",AS136620 Mythic Beasts Ltd,CB21,Europe/London,
c-98-253-6-58.hsd1.in.comcast.net,Glenview,Illinois,US,"42.0697,-87.7878","AS7922 Comcast Cable Communications, LLC",60026,America/Chicago,
pool-100-2-195-2.nycmny.fios.verizon.net,Holbrook,New York,US,"40.8123,-73.0784",AS701 Verizon Business,11741,America/New_York,
,Waterloo,Ontario,CA,"43.4668,-80.5164",AS577 Bell Canada,N2H,America/Toronto,
li327-16.members.linode.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
bras-base-toroon0713w-grc-18-67-71-140-229.dsl.bell.ca,Willowdale,Ontario,CA,"43.7667,-79.3991",AS577 Bell Canada,M2N,America/Toronto,
108-64-50-135.lightspeed.rcsntx.sbcglobal.net,Little Elm,Texas,US,"33.1626,-96.9375","AS7018 AT&T Enterprises, LLC",75068,America/Chicago,
syn-174-086-187-156.res.spectrum.com,Florissant,Missouri,US,"38.7892,-90.3226",AS20115 Charter Communications LLC,63031,America/Chicago,
204-195-32-154.wavecable.com,Woodburn,Oregon,US,"45.1437,-122.8554",AS11404 Wave Broadband,97071,America/Los_Angeles,
syn-174-099-225-162.biz.spectrum.com,Shelby,North Carolina,US,"35.2923,-81.5357",AS11426 Charter Communications Inc,28151,America/New_York,
228.36.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
h24-49-140-40.almgnm.broadband.dynamic.tds.net,Alamogordo,New Mexico,US,"32.8995,-105.9603",AS4181 TDS TELECOM,88311,America/Denver,
,Mayagüez,Mayagüez,PR,"18.2011,-67.1396",AS14638 Liberty Communications of Puerto Rico LLC,00680,America/Puerto_Rico,
c-24-20-231-73.hsd1.or.comcast.net,Lebanon,Oregon,US,"44.5365,-122.9070","AS7922 Comcast Cable Communications, LLC",97355,America/Los_Angeles,
45-79-184-41.ip.linodeusercontent.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
,Amsterdam,North Holland,NL,"52.3740,4.8897",AS58272 LeaderTelecom B.V.,1012,Europe/Amsterdam,
,Amsterdam,North Holland,NL,"52.3740,4.8897",AS58272 LeaderTelecom B.V.,1012,Europe/Amsterdam,
47-204-103-9.fdr02.tamp.fl.ip.frontiernet.net,Sun City Center,Florida,US,"27.7181,-82.3518","AS5650 Frontier Communications of America, Inc.",33573,America/New_York,
47-185-8-105.fdr02.kllr.tx.ip.frontiernet.net,Fort Worth,Texas,US,"32.7254,-97.3208","AS5650 Frontier Communications of America, Inc.",76104,America/Chicago,
ip70-162-60-104.ph.ph.cox.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS22773 Cox Communications Inc.,85001,America/Phoenix,
syn-070-119-173-140.res.spectrum.com,Dallas,Texas,US,"32.7582,-96.7623",AS11427 Charter Communications Inc,75215,America/Chicago,
syn-069-146-134-002.res.spectrum.com,La Junta,Colorado,US,"37.9850,-103.5438",AS33588 Charter Communications LLC,81050,America/Denver,
c-73-185-241-75.hsd1.ks.comcast.net,Kansas City,Missouri,US,"39.0997,-94.5786","AS7922 Comcast Cable Communications, LLC",64106,America/Chicago,
,Houston,Texas,US,"29.7348,-95.5220","AS7018 AT&T Enterprises, LLC",77063,America/Chicago,
86.225.155.104.bc.googleusercontent.com,Taipei,Taiwan,TW,"25.0531,121.5264",AS396982 Google LLC,,Asia/Taipei,
,Seattle,Washington,US,"47.5413,-122.3129","AS16509 Amazon.com, Inc.",98108,America/Los_Angeles,
107-131-222-116.lightspeed.elpstx.sbcglobal.net,El Paso,Texas,US,"31.7674,-106.4304","AS7018 AT&T Enterprises, LLC",79905,America/Denver,
syn-128-092-115-003.biz.spectrum.com,Wausau,Wisconsin,US,"44.9591,-89.6301",AS20115 Charter Communications LLC,54401,America/Chicago,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Doddaballapura,Karnataka,IN,"13.2257,77.5750","AS14061 DigitalOcean, LLC",560100,Asia/Kolkata,
,New York City,New York,US,"40.7143,-74.0060",AS395092 Shock Hosting LLC,10001,America/New_York,
106.4.148.146.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Santa Clara,California,US,"37.3924,-121.9623",AS18779 EGIHosting,95054,America/Los_Angeles,
159-118-67-102.cpe.sparklight.net,Aransas Pass,Texas,US,"27.9095,-97.1500","AS11492 CABLE ONE, INC.",78336,America/Chicago,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Suwanee,Georgia,US,"34.0515,-84.0713","AS33619 Advanced Micro Devices, Inc.",30024,America/New_York,
172-104-14-201.ip.linodeusercontent.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
190-59-0-86.dynamic.tstt.net.tt,Chaguanas,Chaguanas,TT,"10.5167,-61.4167",AS5639 Telecommunication Services of Trinidad and Tobago,,America/Port_of_Spain,
,Las Vegas,Nevada,US,"36.1750,-115.1372",AS53667 FranTech Solutions,89111,America/Los_Angeles,
host-208-114-92-157.vyvebroadband.net,Dallas,Texas,US,"32.7831,-96.8067",,75201,America/Chicago,
otelco-dsl-216-74-205-83.iland.net,Nelson,Missouri,US,"38.9947,-93.0327",AS13676 GoNetSpeed,65347,America/Chicago,
,Amarillo,Texas,US,"35.2220,-101.8313",AS19108 Optimum,79159,America/Chicago,
syn-071-083-089-150.biz.spectrum.com,Riverside,California,US,"33.9534,-117.3962",AS20115 Charter Communications LLC,92502,America/Los_Angeles,
syn-076-172-036-187.res.spectrum.com,Pearl City,Hawaii,US,"21.3973,-157.9752",AS20001 Charter Communications Inc,96782,Pacific/Honolulu,
,Lake Butler,Florida,US,"28.5017,-81.5409",AS23314 Summit Broadband,32054,America/New_York,
servidor28-1.brlogic.com,Dallas,Texas,US,"32.7831,-96.8067","AS46475 Limestone Networks, Inc.",75201,America/Chicago,
57.176.92.34.bc.googleusercontent.com,Hong Kong,Hong Kong,HK,"22.2783,114.1747",AS396982 Google LLC,999077,Asia/Hong_Kong,
ec2-34-221-83-65.us-west-2.compute.amazonaws.com,Boardman,Oregon,US,"45.8399,-119.7006","AS16509 Amazon.com, Inc.",97818,America/Los_Angeles,
ec2-34-231-242-17.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
ec2-34-231-255-41.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
dynamic.libertypr.net,Río Grande,Río Grande,PR,"18.3802,-65.8313",AS14638 Liberty Communications of Puerto Rico LLC,00745,America/Puerto_Rico,
s0106f8790acd4249.vc.shawcable.net,Richmond,British Columbia,CA,"49.1700,-123.1368",AS6327 Shaw Communications Inc.,V6Y,America/Vancouver,
ec2-18-234-255-217.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
ool-182f735f.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
ec2-3-210-201-16.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
danielefazan.cammino.digital,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,Los Angeles,California,US,"34.0614,-118.2385","AS22439 Perfect International, Inc",90012,America/Los_Angeles,
,Sunnyvale,California,US,"37.3688,-122.0363","AS30640 Etheric Networks, Inc.",94088,America/Los_Angeles,
syn-068-191-236-138.biz.spectrum.com,Bristol,Tennessee,US,"36.5951,-82.1887",AS20115 Charter Communications LLC,37625,America/New_York,
ws1-dsl-74-215-76-83.fuse.net,Blue Ash,Ohio,US,"39.2320,-84.3783",AS6181 Cincinnati Bell Telephone Company LLC,45236,America/New_York,
,Greater Sudbury,Ontario,CA,"46.4900,-80.9900",AS11522 Greater Sudbury Telecommunications Inc.,P3C,America/Toronto,
,Land O' Lakes,Florida,US,"28.2189,-82.4576",AS23314 Summit Broadband,34639,America/New_York,
172-holidayinnexpresscustomer.rmu167.rochelle.net,Rochelle,Illinois,US,"41.9239,-89.0687","AS54240 Syndeo Networks, Inc",61068,America/Chicago,
,Naples Park,Florida,US,"26.2617,-81.8093",AS23314 Summit Broadband,34108,America/New_York,
,Arroyo,Arroyo,PR,"17.9658,-66.0613",AS14638 Liberty Communications of Puerto Rico LLC,00714,America/Puerto_Rico,
209-107-204-65.mia.as54203.net,Miami,Florida,US,"25.7867,-80.1800",,33132,America/New_York,
209-107-214-146.sea.as54203.net,Seattle,Washington,US,"47.6062,-122.3321",,98101,America/Los_Angeles,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
d108-173-233-230.abhsia.telus.net,Calgary,Alberta,CA,"51.0501,-114.0853",AS852 TELUS Communications Inc.,T3S,America/Edmonton,
107-135-46-249.lightspeed.wlfrct.sbcglobal.net,Irvine,California,US,"33.6829,-117.8298","AS7018 AT&T Enterprises, LLC",92614,America/Los_Angeles,
,San Antonio,Texas,US,"29.4027,-98.6433","AS7018 AT&T Enterprises, LLC",78227,America/Chicago,
client-104-168-204-100.hostwindsdns.com,Seattle,Washington,US,"47.6062,-122.3321",AS54290 Hostwinds LLC.,98101,America/Los_Angeles,
syn-097-092-164-097.res.spectrum.com,Kearney,Nebraska,US,"40.6995,-99.0815",AS20115 Charter Communications LLC,68847,America/Chicago,
pool-98-116-17-65.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
dyn98-143-64-130.hsia.mnsi.net,Windsor,Ontario,CA,"42.3001,-83.0165",AS7057 Managed Network Systems Inc.,N8X,America/Toronto,
,Miami,Florida,US,"25.7763,-80.2919","AS7018 AT&T Enterprises, LLC",33126,America/New_York,
pool-99-229-189-23.cpe.net.cable.rogers.com,Vaughan,Ontario,CA,"43.8361,-79.4983",AS812 Rogers Communications Canada Inc.,L6A,America/Toronto,
