hostname,city,region,country,loc,org,postal,timezone,anycast
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
198-12-69-86-host.colocrossing.com,Buffalo,New York,US,"42.8865,-78.8784",AS36352 HostPapa,14202,America/New_York,
114.70.20.198.unassigned.ord.singlehop.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS32475 Internap Holding LLC,85001,America/Phoenix,
malware-hunter.census.shodan.io,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
ip62.208-100-1.static.steadfastdns.net,Chicago,Illinois,US,"41.8500,-87.6500",AS32748 Steadfast,60666,America/Chicago,
,Chicago,Illinois,US,"41.8500,-87.6500","AS7922 Comcast Cable Communications, LLC",60666,America/Chicago,
65-36-74-159.dyn.grandenetworks.net,Corpus Christi,Texas,US,"27.8006,-97.3964","AS7459 Grande Communications Networks, LLC",78401,America/Chicago,
,New Bern,North Carolina,US,"35.1085,-77.0441",AS19108 Optimum,28563,America/New_York,
,Santa Clara,California,US,"37.3924,-121.9623","AS7018 AT&T Enterprises, LLC",95054,America/Los_Angeles,
amplifier200.us.archive.org,San Francisco,California,US,"37.7749,-122.4194",AS7941 Internet Archive,94102,America/Los_Angeles,
,Las Vegas,Nevada,US,"36.1008,-115.1365","AS53340 VegasNAP, LLC",89119,America/Los_Angeles,
whatsup.serverphase.com,Carrollton,Texas,US,"32.9537,-96.8903","AS19609 M&A Technology, Inc",75011,America/Chicago,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
70.15.157.147.res-cmts.eph2.ptd.net,Ephrata,Pennsylvania,US,"40.1798,-76.1788",AS3737 PenTeleData Inc.,17522,America/New_York,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,New York City,New York,US,"40.7143,-74.0060","AS7922 Comcast Cable Communications, LLC",10001,America/New_York,
syn-162-155-180-142.biz.spectrum.com,Youngstown,Ohio,US,"41.1257,-80.6277",AS10796 Charter Communications Inc,44505,America/New_York,
syn-067-079-014-026.biz.spectrum.com,Austin,Texas,US,"30.2672,-97.7431",AS11427 Charter Communications Inc,78701,America/Chicago,
6.197.196.216.ded-dsl.fuse.net,The Village of Indian Hill,Ohio,US,"39.1795,-84.3352",AS6181 Cincinnati Bell Telephone Company LLC,45243,America/New_York,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
158.113-113-64.ftth.swbr.surewest.net,Sacramento,California,US,"38.5816,-121.4944","AS14051 Consolidated Communications, Inc.",94203,America/Los_Angeles,
syn-098-014-093-020.res.spectrum.com,Inwood,New York,US,"40.6769,-73.8448",AS12271 Charter Communications Inc,11417,America/New_York,
syn-162-155-192-189.biz.spectrum.com,Columbus,Ohio,US,"39.9874,-83.0456",AS10796 Charter Communications Inc,43212,America/New_York,
,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
syn-071-042-023-141.biz.spectrum.com,Apopka,Florida,US,"28.6354,-81.4888","AS33363 Charter Communications, Inc",32703,America/New_York,
c-73-231-127-23.hsd1.ca.comcast.net,Hayward,California,US,"37.6688,-122.0808","AS7922 Comcast Cable Communications, LLC",94541,America/Los_Angeles,
wsip-70-169-227-155.oc.oc.cox.net,Rancho Santa Margarita,California,US,"33.6409,-117.6031",AS22773 Cox Communications Inc.,92688,America/Los_Angeles,
syn-172-117-236-053.res.spectrum.com,Temecula,California,US,"33.4936,-117.1484",AS20001 Charter Communications Inc,92589,America/Los_Angeles,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
50-77-28-37-static.hfc.comcastbusiness.net,Boston,Massachusetts,US,"42.3584,-71.0598","AS7922 Comcast Cable Communications, LLC",02108,America/New_York,
researchscan535.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
researchscan536.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
researchscan537.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
researchscan539.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
researchscan538.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
154.16.178.108.unassigned.ord.singlehop.net,Chicago,Illinois,US,"41.8500,-87.6500",AS32475 Internap Holding LLC,60666,America/Chicago,
researchscan540.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
researchscan541.eecs.umich.edu,Ann Arbor,Michigan,US,"42.2776,-83.7409",AS36375 University of Michigan,48109,America/Detroit,
relay05.pop.fmt.plex.bz,Fremont,California,US,"37.5483,-121.9886",AS63949 Akamai Connected Cloud,94536,America/Los_Angeles,
50-244-25-90-static.hfc.comcastbusiness.net,Chicago,Illinois,US,"41.8500,-87.6500","AS7922 Comcast Cable Communications, LLC",60666,America/Chicago,
,Lake Wales,Florida,US,"27.9014,-81.5859","AS7922 Comcast Cable Communications, LLC",33853,America/New_York,
104-183-23-173.lightspeed.rcsntx.sbcglobal.net,Grand Prairie,Texas,US,"32.7649,-97.0112","AS7018 AT&T Enterprises, LLC",75050,America/Chicago,
,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS852 TELUS Communications Inc.,V5Y,America/Vancouver,
syn-071-042-226-210.biz.spectrum.com,Kyle,Texas,US,"29.9891,-97.8772",AS11427 Charter Communications Inc,78640,America/Chicago,
burger.census.shodan.io,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
ml.techgreensecurity.com,Buffalo,New York,US,"42.8864,-78.8784",AS19084 ColoUp,14280,America/New_York,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
syn-071-014-255-251.biz.spectrum.com,Chesterfield,Missouri,US,"38.6631,-90.5771",AS20115 Charter Communications LLC,63006,America/Chicago,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,New York City,New York,US,"40.7143,-74.0060",AS16504 Granite Telecommunications LLC,10001,America/New_York,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
,Iron Mountain,Michigan,US,"45.8202,-88.0660",AS237 Merit Network Inc.,49801,America/Menominee,
